ri,ci,anomaly,intensity,type
0,1.290559167750325,False,7,cpu
0,1.290559167750325,False,7,cpu
0,1.4996661608497723,False,7,cpu
0,1.4996661608497723,False,7,cpu
0,1.0751868852459017,False,7,cpu
0,1.0751868852459017,False,7,cpu
0,1.5264833906071018,False,7,cpu
0,1.5264833906071018,False,7,cpu
0,1.4820417633410672,False,7,cpu
0,1.4820417633410672,False,7,cpu
0,1.468832,False,7,cpu
0,1.468832,False,7,cpu
0,1.4752740129640542,False,7,cpu
0,1.4752740129640542,False,7,cpu
0,1.6458727569331157,False,7,cpu
0,1.6458727569331157,False,7,cpu
0,1.547095652173913,False,7,cpu
0,1.547095652173913,False,7,cpu
0,1.412438109527382,False,7,cpu
0,1.412438109527382,False,7,cpu
0,1.4059272097053725,False,7,cpu
0,1.4059272097053725,False,7,cpu
0,1.4261361014994234,False,7,cpu
0,1.4261361014994234,False,7,cpu
0,1.676714383094751,False,7,cpu
0,1.676714383094751,False,7,cpu
0,1.6658690744920994,False,7,cpu
0,1.6658690744920994,False,7,cpu
0,1.5010859728506787,False,7,cpu
0,1.5010859728506787,False,7,cpu
0,1.557618147448015,False,7,cpu
0,1.557618147448015,False,7,cpu
0,1.6409814963797265,False,7,cpu
0,1.6409814963797265,False,7,cpu
0,1.3489393939393939,False,7,cpu
0,1.3489393939393939,False,7,cpu
0,1.1482098765432098,False,7,cpu
0,1.1482098765432098,False,7,cpu
0,1.200331491712707,False,7,cpu
0,1.200331491712707,False,7,cpu
0,1.5662371487320081,False,7,cpu
0,1.5662371487320081,False,7,cpu
0,1.093072625698324,False,7,cpu
0,1.093072625698324,False,7,cpu
0,1.1658046767537826,False,7,cpu
0,1.1658046767537826,False,7,cpu
0,1.1604638088545327,False,7,cpu
0,1.1604638088545327,False,7,cpu
0,1.676135194709772,False,7,cpu
0,1.676135194709772,False,7,cpu
0,1.536465517241379,False,7,cpu
0,1.536465517241379,False,7,cpu
0,1.1425454545454545,False,7,cpu
0,1.1425454545454545,False,7,cpu
