ri,ci,anomaly,intensity,type
0,1.7215753424657534,False,12,cpu
0,1.568987161198288,True,16,io
0,7545.080526315789,True,8,cpu
0,1.448443616029823,True,14,memory
0,1.384032520325203,True,3,memory
0,1.410794520547945,False,4,cpu
0,1.6796403440187644,False,2,memory
0,1217.4308836558637,True,16,io
0,1.619879518072289,False,12,cpu
0,1.29188995215311,True,8,io
0,1.655184135977337,False,7,io
0,1.6636363636363638,False,6,cpu
0,1.5087261146496815,True,15,cpu
0,1.282295081967213,False,10,cpu
0,1.5570954356846474,False,12,cpu
0,1.5985826771653544,True,16,cpu
0,1.422043795620438,False,10,io
0,1.65761620977354,False,6,cpu
0,1.4665603644646923,True,7,io
0,1.668,True,12,io
0,1.3606598984771574,False,10,io
0,1.313168044077135,True,8,io
0,22460.923017241377,True,8,cpu
0,1.562679425837321,True,14,memory
0,1.495788392398562,True,12,io
0,8685.659263959391,True,8,io
0,9742.601696113074,True,15,memory
0,1.6851923076923077,True,15,memory
0,1.0823415977961433,False,10,cpu
0,1.453171974522293,True,11,io
0,1.323001402524544,True,11,io
0,1.6107246376811593,True,3,memory
0,1.5170622796709754,True,5,io
0,19807.04415224913,True,5,cpu
0,1.4533039647577093,True,8,cpu
0,1.3497128794093518,False,10,cpu
0,1.7016015252621544,False,13,io
0,9090.051336492892,False,1,cpu
0,8179.325696969697,True,5,cpu
0,1.584366632337796,True,12,io
0,4701.641390728477,True,2,io
0,1.557618147448015,True,15,cpu
0,1.774764397905759,True,16,io
0,3672.591841883936,True,6,memory
0,1.3099782608695654,True,14,memory
0,1.348465204957102,True,5,io
0,1.315666178623719,False,14,io
0,1.5780898876404492,True,10,cpu
0,1.6896296296296296,True,11,memory
0,1.3922880940715334,False,12,cpu
0,1.1969406118776245,False,12,cpu
0,6196.689695167286,True,6,memory
0,15405.963266787658,True,5,cpu
0,7118.883733333334,True,6,memory
0,1.324366197183099,False,6,memory
0,1.7053846153846153,False,12,cpu
0,1.731549295774648,False,7,cpu
0,1.514968152866242,True,15,cpu
0,1.6852424455375965,False,8,cpu
0,1.074962686567164,True,9,memory
0,1.3565946413137424,True,15,cpu
0,1.6091423519009729,True,15,cpu
0,1.6842073170731706,False,16,cpu
0,1.1479573712255773,False,16,cpu
0,1.315557917109458,False,8,cpu
0,10306.48696969697,True,16,io
0,3400.9576832844577,True,5,cpu
0,1.7,True,10,cpu
0,1.2546580852775542,False,13,io
0,1.6033333333333333,True,11,cpu
0,1.4590334572490706,True,11,cpu
0,1.2635862068965518,False,4,cpu
0,1.6732824427480917,False,6,io
0,1.5035359116022098,False,3,cpu
0,1.7317973856209148,True,11,io
0,1.525945945945946,True,10,memory
0,1.7698827470686764,False,11,cpu
0,1.5699076923076922,True,16,io
0,1.6480814576634513,False,2,memory
0,1.7078958785249458,True,10,cpu
0,1.6327882599580714,False,11,cpu
0,1.359601406799531,False,16,cpu
0,1.456599839615076,True,8,cpu
0,1.6357818765036083,True,7,memory
0,1.475489749430524,True,2,io
0,13879.484117647058,True,8,cpu
0,1.4838596491228069,False,13,memory
0,1.7090086956521735,False,8,cpu
0,1.221862871927555,True,14,memory
0,1.6557757009345797,True,15,cpu
0,1.2226989178866965,False,10,cpu
0,1.5475303643724696,True,16,io
0,1.8119067443796837,True,16,io
0,1.4909859154929577,False,13,memory
0,1.617200902934537,True,8,cpu
0,10485.791107266436,True,15,cpu
0,1.634590163934426,False,4,cpu
0,1.6712215669755686,True,16,io
0,1.5809771986970684,False,6,cpu
0,1.324032258064516,True,15,cpu
0,1.330628445424476,False,6,cpu
0,1.4442469879518072,False,12,cpu
0,1.4562899262899265,False,5,io
0,1.6688113050706566,True,12,io
0,1.5617369727047146,True,11,cpu
0,4993.040333006856,True,2,io
0,1.6119024390243903,False,6,cpu
0,1.555645933014354,False,8,cpu
0,1.7149956101843722,True,8,cpu
0,2568.0095901639343,True,5,cpu
0,1.405606783253842,False,12,cpu
0,9963.958409090908,True,5,cpu
0,18018.78791489362,True,12,cpu
0,1.652054794520548,False,13,memory
0,1.367713787085515,False,10,io
0,1.3753898305084746,True,14,io
0,1.632342704149933,True,11,cpu
0,1.6457009345794391,True,8,cpu
0,1.570049504950495,False,8,cpu
0,8302.855044247788,False,3,cpu
0,1.5292448512585812,False,7,io
0,1.5314010695187166,True,14,io
0,1.4943853038153556,False,5,io
0,1.76409375,False,7,io
0,1.771621052631579,False,4,cpu
0,1.3563636363636362,True,9,memory
0,4312.815149700599,True,8,io
0,1.2051162790697674,True,11,cpu
0,15465.225680119582,True,15,memory
0,1.4401649257833975,False,10,io
0,5186.623075506446,True,7,io
0,1.2519311193111933,False,8,cpu
0,1.329,True,8,cpu
0,1.7430424339471575,True,15,cpu
0,569.3099600532623,True,6,memory
0,1.3687969201154957,False,8,cpu
0,1.6646480446927374,False,16,cpu
0,1.6472558139534883,True,12,io
0,1.4645561139028476,False,8,cpu
0,1.2375280898876404,True,10,io
0,1.2323711340206187,True,16,cpu
0,1.7185356068204614,False,13,io
0,15302.804419475657,True,8,cpu
0,9741.271359773373,True,10,cpu
0,1.5724892086330933,True,15,cpu
0,1.4724007561436672,True,16,io
0,1.490789049919485,False,1,cpu
0,1.4490137328339576,False,12,cpu
0,1.6760759493670885,False,13,memory
0,1.5449698431845598,True,15,cpu
0,1.0641361256544504,True,6,cpu
0,1.3727524204702628,True,15,io
0,1.7845012787723784,False,12,memory
0,1.7081233000906615,False,3,cpu
0,1.3933682373472949,False,14,io
0,1.6924550898203592,True,8,cpu
0,1.4689156626506024,False,8,cpu
0,1.166628242074928,False,7,io
0,1.3850651769087523,False,6,memory
0,1.721419068736142,True,11,io
0,1.5577838953888508,True,15,io
0,1.700793763288448,True,6,cpu
0,1.3386681974741677,False,16,cpu
0,1.7456179775280898,False,4,cpu
0,1.6946572438162544,False,3,cpu
0,1.6036231884057972,False,3,cpu
0,7756.621100917431,True,6,memory
0,1.2506666666666666,True,8,io
0,1.2253658536585366,False,6,io
0,1.3911275964391692,True,14,io
0,1.434988847583643,False,12,cpu
0,1.1734292972057578,False,8,cpu
0,8374.034843304844,True,10,io
0,1.6798198198198198,False,11,cpu
0,1.51816091954023,True,8,cpu
0,1.164838709677419,True,15,cpu
0,1.714872521246459,False,8,cpu
0,1.103905415713196,True,15,cpu
0,1.6550802139037433,True,15,cpu
0,4077.821325420376,True,7,io
0,1572.2654102564102,True,3,memory
0,1.6292473118279571,False,11,cpu
0,1.7275542691751085,True,6,cpu
0,1.6497632058287797,False,8,cpu
0,1.6955467196819085,True,10,io
0,1.2041925269157696,True,14,memory
0,1.1339407744874717,True,16,io
0,2223.928158940397,True,11,cpu
0,1.218936170212766,True,15,io
0,1.4380226570545829,True,1,memory
0,1.2898823529411765,False,12,cpu
0,1.539114219114219,True,15,cpu
0,1.4263084922010398,True,8,cpu
0,1.420451612903226,False,10,io
0,1.5179771615008155,True,5,io
0,1.6109529276693455,False,7,cpu
0,4778.587787934186,True,7,cpu
0,1.7076537585421412,False,10,cpu
0,1.710059880239521,False,8,cpu
0,1.363307984790875,True,16,io
0,1.511109984794729,False,16,cpu
0,1.4968160741885626,False,16,cpu
0,1.7815533980582523,True,6,cpu
0,1.4016126350789693,True,7,io
0,1.4297497279651796,False,13,io
0,1.225664864864865,True,15,cpu
0,1.2924308588064046,True,15,cpu
